statename,rank,hs6,abbreviatn,val2013,val2014,val2015,val2016,share13,share14,share15,share16,change
New Mexico,11,10229,"CATTLE, LIVE, OTHER THAN PUREBRED BREEDING",45.54,39.62,43.18,35.25,2.2589,1.7746,1.9206,1.539,-18.38
New Mexico,12,730890,STRUCTURES AND PARTS NESOI OF IRON OR STEEL,2.37,2.23,15.88,34.09,0.1173,0.0998,0.7063,1.4886,114.66
New Mexico,13,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",19.51,12.52,21.91,33.98,0.9676,0.5607,0.9743,1.4836,55.1
New Mexico,14,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,11.43,16.52,27.32,33.91,0.5667,0.7397,1.215,1.4807,24.13
New Mexico,15,853890,PT F ELECT APPR F ELECT CIRCT; F ELCT CONTRL,4.41,51.47,90.06,32.45,0.2189,2.3054,4.0052,1.4169,-63.97
New Mexico,16,392490,HOUSEHOLD AND TOILET ARTICLES NESOI OF PLASTI,32.62,38.11,33.15,31.3,1.618,1.7068,1.4745,1.3667,-5.59
New Mexico,17,590310,"TEXTILE FABRICS, IMPREGNATED ETC NESOI WITH P",23.84,29.01,32.99,29.53,1.1823,1.2991,1.4674,1.2893,-10.51
New Mexico,18,853690,ELECT APPR F PRTCT TO ELECT CIRCT NOV 1000 V,23.46,34.97,52.41,25.65,1.1635,1.5663,2.331,1.1198,-51.07
New Mexico,19,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,21.58,30.35,23.41,25.07,1.0705,1.3593,1.0413,1.0945,7.05
New Mexico,20,381800,"CHEM ELEM DOPED, USED IN ELECTRON, DISCS WAFE",24.18,27.69,18.26,24.59,1.1996,1.2403,0.8122,1.0738,34.66
New Mexico,21,230641,RAPE/COLZA SEED OILCAKE&SOLID RES. LOW ERUCIC,8.19,5.76,13.55,21.69,0.4064,0.2582,0.6027,0.947,60.04
New Mexico,22,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,7.31,14.22,12.2,18.58,0.3627,0.6369,0.5425,0.8113,52.32
New Mexico,23,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,53.06,8.23,7.91,17.1,2.632,0.3687,0.3519,0.7465,116.09
New Mexico,24,391690,"MONOFIL, CR-SECT OV 1MM, RODS ETC, PLASTICS N",0.09,0.04,0.97,15.61,0.0044,0.0018,0.043,0.6817,1514.48
New Mexico,25,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,3.31,8.88,18.32,13.91,0.164,0.3978,0.8147,0.6073,-24.07
Nevada,0,0,World,8582.34,7857.49,9594.61,10559.95,0.3784,0.3335,0.4268,0.4827,10.06
Nevada,0,25,Top 25,4481.29,3771.81,5102.46,5916.59,52.2153,48.0027,53.1804,56.0286,15.96
Nevada,1,847180,"AUTOMATIC DATA PROCESSING UNITS, N.E.S.O.I.",35.76,39.91,960.97,852.67,0.4167,0.5079,10.0157,8.0746,-11.27
Nevada,2,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,996.18,547.34,718.77,609.88,11.6073,6.9658,7.4914,5.7754,-15.15
Nevada,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",1359.01,878.92,439.65,501.54,15.8349,11.1858,4.5822,4.7494,14.08
Nevada,4,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,51.97,85.32,189.93,454.63,0.6055,1.0858,1.9795,4.3052,139.37
Nevada,5,950430,GAMES COIN-/TOKEN-OPERATED EXC BOWLING ALLEY,325.78,318.7,369.45,444.98,3.796,4.056,3.8506,4.2139,20.44
Nevada,6,847141,"DIGITAL ADP MACH,WITH CP UNIT,INPUT,OUTPUT, N",155.45,111.1,351.11,396.24,1.8113,1.4139,3.6595,3.7523,12.85
Nevada,7,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",330.53,273.92,500.24,376.12,3.8512,3.4861,5.2137,3.5618,-24.81
Nevada,8,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",33.27,6.54,28.13,211.1,0.3877,0.0833,0.2931,1.999,650.54
Nevada,9,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",104.68,195.6,184.09,207.94,1.2197,2.4894,1.9187,1.9691,12.95
Nevada,10,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",111.68,94.99,160.86,189.72,1.3013,1.209,1.6766,1.7966,17.94
Nevada,11,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,84.62,339.38,263.43,185,0.986,4.3191,2.7456,1.7519,-29.77
Nevada,12,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",31.3,0,64.35,169.26,0.3647,0,0.6707,1.6028,163.02
Nevada,13,711890,"COIN, NESOI",0.07,0,0.7,168.4,0.0009,0,0.0073,1.5947,23901.43
Nevada,14,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",126.81,131.13,175.95,149.15,1.4776,1.6689,1.8338,1.4124,-15.23
Nevada,15,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,62.11,61.02,120.8,146.38,0.7237,0.7766,1.259,1.3862,21.18
Nevada,16,220890,"CORDIALS, LIQUEURS, KIRSCHWASSER, RATAFIA, ET",111.02,117.58,128.83,116.85,1.2936,1.4964,1.3427,1.1065,-9.3
Nevada,17,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,246.47,206.82,118.9,109.97,2.8719,2.6321,1.2393,1.0414,-7.51
Nevada,18,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,6.75,9.54,10.39,105.06,0.0786,0.1214,0.1083,0.9949,910.86
Nevada,19,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,18.29,63.7,54.44,83.61,0.2131,0.8106,0.5674,0.7918,53.57
Nevada,20,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",96.99,111.56,53.75,80.42,1.1301,1.4198,0.5602,0.7616,49.63
Nevada,21,847989,MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION,6.95,12.37,9.81,80.31,0.081,0.1574,0.1022,0.7605,719
Nevada,22,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",16.85,14.39,13.31,76.68,0.1963,0.1832,0.1387,0.7262,476.33
Nevada,23,851822,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOS",56.55,35.02,65.43,75.32,0.6589,0.4457,0.6819,0.7133,15.12
Nevada,24,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,76.5,73.64,60.09,71.81,0.8914,0.9372,0.6263,0.68,19.51
Nevada,25,401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR T",35.69,43.32,59.08,53.56,0.4158,0.5513,0.6157,0.5072,-9.33
New York,0,0,World,129749.76,134674.79,133091.06,130072.2,5.7209,5.7154,5.9199,5.9453,-2.27
New York,0,25,Top 25,46375.15,48884.67,48927.02,52246.01,35.742,36.2983,36.7621,40.1669,6.78
New York,1,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",20811.3,22085.02,21500.31,21616.9,16.0396,16.3988,16.1546,16.6192,0.54
New York,2,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",2449.73,3359.14,1998.27,5747.96,1.888,2.4943,1.5014,4.4191,187.65
New York,3,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",4928.33,4696.45,6650.38,5197.14,3.7983,3.4873,4.9969,3.9956,-21.85
New York,4,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",2456.95,2594.05,2824.98,3530.65,1.8936,1.9262,2.1226,2.7144,24.98
New York,5,711590,"OTH PREC METL ARTCLS OR ARTCLS CLAD W PM, NES",876.24,883.52,1315.03,1414.85,0.6753,0.656,0.9881,1.0877,7.59
New York,6,271121,"NATURAL GAS, GASEOUS",2497.65,2857.68,1636.85,1184.64,1.925,2.1219,1.2299,0.9108,-27.63
New York,7,710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WOR",834.79,1043.93,1014.8,1075,0.6434,0.7752,0.7625,0.8265,5.93
New York,8,710691,"SILVER, UNWROUGHT NESOI",1147.58,1044.06,1048.76,916.76,0.8845,0.7752,0.788,0.7048,-12.59
New York,9,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",622.39,570.65,842.64,833.71,0.4797,0.4237,0.6331,0.641,-1.06
New York,10,970300,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATE",746.1,843.57,801.68,832.81,0.575,0.6264,0.6024,0.6403,3.88
New York,11,970600,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEAR,910.92,898.46,873.42,829.33,0.7021,0.6671,0.6563,0.6376,-5.05
New York,12,220421,"WINE, FR GRAPE NESOI & GR MUST W ALC, NOV 2 L",929.23,978.35,924.44,825.58,0.7162,0.7265,0.6946,0.6347,-10.69
New York,13,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",1032.61,942.52,862.49,806.08,0.7958,0.6999,0.648,0.6197,-6.54
New York,14,611030,"SWEATERS, PULLOVERS ETC, KNIT ETC, MANMADE FI",540.1,721.57,877.07,780.06,0.4163,0.5358,0.659,0.5997,-11.06
New York,15,710231,DIAM EX IND UNWKD OR SMPL SWN CLVD OR BRUTED,523.86,526.57,296.79,752.97,0.4037,0.391,0.223,0.5789,153.71
New York,16,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",497.03,801.83,918.26,737.7,0.3831,0.5954,0.69,0.5671,-19.66
New York,17,910221,"WRST WATCH, NT BATTERY, CASE BASE METAL, AUTO",529.58,571.2,617.74,696.89,0.4082,0.4241,0.4642,0.5358,12.81
New York,18,220820,GRAPE BRANDY,300.61,290.18,333.73,599.86,0.2317,0.2155,0.2508,0.4612,79.74
New York,19,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTT",795.77,631.77,579.21,583.95,0.6133,0.4691,0.4352,0.4489,0.82
New York,20,330300,PERFUMES AND TOILET WATERS,551.93,592.75,553.97,567.55,0.4254,0.4401,0.4162,0.4363,2.45
New York,21,710813,"GOLD, NONMONETARY, SEMIMANUFACTURED FORMS NES",16.72,27.18,65.36,562.16,0.0129,0.0202,0.0491,0.4322,760.1
New York,22,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",760.42,634.3,590.11,552.77,0.5861,0.471,0.4434,0.425,-6.33
New York,23,711890,"COIN, NESOI",868.79,633.64,587.98,549.83,0.6696,0.4705,0.4418,0.4227,-6.49
New York,24,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,182.05,58.76,648.48,534.22,0.1403,0.0436,0.4872,0.4107,-17.62
New York,25,271600,ELECTRICAL ENERGY,564.47,597.5,564.26,516.64,0.435,0.4437,0.424,0.3972,-8.44
Ohio,0,0,World,66418.9,70387.09,68910.88,64263.91,2.9285,2.9871,3.0652,2.9374,-6.74
Ohio,0,25,Top 25,20654.89,22395.06,20752.8,18994.13,31.0979,31.817,30.1154,29.5565,-8.47
Ohio,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",1103.39,1622.79,2499.78,3110.18,1.6613,2.3055,3.6276,4.8397,24.42
Ohio,2,841191,TURBOJET AND TURBOPROLLER PARTS,1089.56,1143.4,1484.03,1498.23,1.6404,1.6244,2.1536,2.3314,0.96
Ohio,3,300440,"ALKALOIDS (NO HORMONES OR ANTIBIOTICS), DOSAG",1118.86,1953.77,2003.09,1395.63,1.6846,2.7758,2.9068,2.1717,-30.33
Ohio,4,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",966.11,1297.97,1227.74,1166.53,1.4546,1.844,1.7816,1.8152,-4.99
Ohio,5,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",1147.03,1104.72,1067.01,1007.85,1.727,1.5695,1.5484,1.5683,-5.54
Ohio,6,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,631.81,649.91,805.78,891.72,0.9513,0.9233,1.1693,1.3876,10.67
Ohio,7,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",735.91,768.62,792.69,839.24,1.108,1.092,1.1503,1.3059,5.87
Ohio,8,621210,"BRASSIERES, KNIT OR CROCHETED OR NOT",679.36,621,723.12,782.24,1.0228,0.8823,1.0494,1.2172,8.18
Ohio,9,870840,GEAR BOXES FOR MOTOR VEHICLES,1471.34,1222.93,1115.82,714.41,2.2152,1.7374,1.6192,1.1117,-35.97
Ohio,10,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000",178,332.8,643.88,664.35,0.268,0.4728,0.9344,1.0338,3.18
Ohio,11,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,734.49,1060.69,514.78,645.22,1.1058,1.5069,0.747,1.004,25.34
Ohio,12,611020,"SWEATERS, PULLOVERS ETC, KNIT ETC, COTTON",718.16,639.18,629.42,574.57,1.0813,0.9081,0.9134,0.8941,-8.71
Ohio,13,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG",169.84,597.26,702.87,573.73,0.2557,0.8485,1.02,0.8928,-18.37
Ohio,14,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,6507.33,5406.32,2018.88,560.37,9.7974,7.6808,2.9297,0.872,-72.24
Ohio,15,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",107.7,266.63,286.86,517.84,0.1621,0.3788,0.4163,0.8058,80.52
Ohio,16,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRC,448.88,470.46,579.74,514.65,0.6758,0.6684,0.8413,0.8008,-11.23
Ohio,17,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",326.22,437.56,465.86,477.54,0.4912,0.6217,0.676,0.7431,2.51
Ohio,18,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,488.42,535.85,532.88,477.34,0.7354,0.7613,0.7733,0.7428,-10.42
Ohio,19,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",400.61,502.07,495.72,391.14,0.6032,0.7133,0.7194,0.6086,-21.1
Ohio,20,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTT",449.73,412.54,405.59,383.29,0.6771,0.5861,0.5886,0.5964,-5.5
Ohio,21,720110,NONALLOY PIG IRON 0.5 PRCNT OR LESS PHOSPHORU,299.77,489.58,490.26,382.77,0.4513,0.6956,0.7114,0.5956,-21.93
Ohio,22,852580,"TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC",17.3,16.13,169.11,379.35,0.026,0.0229,0.2454,0.5903,124.32
Ohio,23,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHIC,439.33,339.31,436.03,360.26,0.6614,0.4821,0.6327,0.5606,-17.38
Ohio,24,611030,"SWEATERS, PULLOVERS ETC, KNIT ETC, MANMADE FI",257.69,307.16,371.98,352.67,0.388,0.4364,0.5398,0.5488,-5.19
Ohio,25,841480,"AIR/GAS PUMPS, COMPRESSORS AND FANS ETC, NESO",168.04,196.43,289.89,333.03,0.253,0.2791,0.4207,0.5182,14.88
Oklahoma,0,0,World,12382.69,13626.04,11015.13,8487.35,0.546,0.5783,0.49,0.3879,-22.95
Oklahoma,0,25,Top 25,7003.56,7777.66,5701.64,3782.88,56.5593,57.0794,51.7619,44.5708,-33.65
Oklahoma,1,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,4684.99,5199.26,3468.3,1643.2,37.835,38.1568,31.4867,19.3606,-52.62
Oklahoma,2,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",408.3,380.99,307.29,165.15,3.2973,2.796,2.7897,1.9458,-46.26
Oklahoma,3,850300,"PARTS OF ELECTRIC MOTORS, GENERATORS & SETS",29.47,37.85,20.52,164.86,0.238,0.2778,0.1863,1.9424,703.53
Oklahoma,4,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",236.15,198.54,175.66,157.6,1.9071,1.4571,1.5947,1.8569,-10.28
Oklahoma,5,293499,NUCLEIC ACIDS & SALTS; OTHER HETEROCYCLIC CMP,0.26,19.24,30.33,125.09,0.0021,0.1412,0.2754,1.4739,312.42
Oklahoma,6,852351,SOLID-STATE NON-VOL SEMICONDUCTOR STORAGE DEV,0.42,0.17,0.53,121.69,0.0034,0.0013,0.0048,1.4338,22757.8
Oklahoma,7,841391,PARTS OF PUMPS FOR LIQUIDS,185.83,268.66,262.7,119.36,1.5007,1.9716,2.3849,1.4064,-54.56
Oklahoma,8,950510,ART F CHRISTMAS FESTIVITIES AND PTS & ACCESSO,95.16,109.23,111.76,109.22,0.7685,0.8016,1.0146,1.2869,-2.28
Oklahoma,9,841112,TURBOJETS OF A THRUST EXCEEDING 25 KN,61.21,71.29,69.01,102.99,0.4943,0.5232,0.6265,1.2134,49.25
Oklahoma,10,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,113.93,131.7,115.48,102.73,0.9201,0.9665,1.0484,1.2104,-11.04
Oklahoma,11,870120,ROAD TRACTORS FOR SEMI-TRAILERS,134.69,103.61,111.59,101.95,1.0877,0.7604,1.0131,1.2011,-8.64
Oklahoma,12,262099,"ASH AND RESIDUES NESOI, CONTAINING METALS NES",145.06,133.38,82.16,100.9,1.1715,0.9789,0.7459,1.1888,22.81
Oklahoma,13,901480,"NAVIGATIONAL INSTRUMENTS AND APPLIANCES, NESO",79.81,80.33,92.48,80.98,0.6446,0.5895,0.8396,0.9541,-12.44
Oklahoma,14,851150,"INTERNAL COMBUSTION ENGINE GENERATORS, NESOI",125.78,130.4,88.29,72.89,1.0158,0.957,0.8015,0.8588,-17.44
Oklahoma,15,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,75.15,105.09,109.5,69.51,0.6069,0.7712,0.994,0.8189,-36.52
Oklahoma,16,848190,PTS F TAPS ETC F PIPE VAT INC PRESS & THERMO,127.92,137.4,104.31,60.15,1.033,1.0084,0.947,0.7087,-42.33
Oklahoma,17,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10,49,60.64,58.88,59.49,0.3957,0.445,0.5346,0.7009,1.03
Oklahoma,18,841191,TURBOJET AND TURBOPROLLER PARTS,52.77,151.06,28.29,59.27,0.4262,1.1086,0.2568,0.6983,109.5
Oklahoma,19,841290,"ENGINE AND MOTOR PARTS, NESOI",20.76,22.64,37.68,58.79,0.1676,0.1662,0.3421,0.6927,56.05
Oklahoma,20,852872,"RECEPTION APPARATUS FOR TELEVISION, COLOR, NE",71.87,79.55,126.07,58.66,0.5804,0.5838,1.1445,0.6912,-53.47
Oklahoma,21,830629,"STATUETTES A OTH ORNMNTS A PRTS, BS METL NT P",53.69,56.8,74.05,57.42,0.4336,0.4168,0.6722,0.6766,-22.45
Oklahoma,22,940540,"ELECTRIC LAMPS AND LIGHTING FITTINGS, NESOI",45.22,44.64,50.93,52.26,0.3652,0.3276,0.4623,0.6157,2.61
Oklahoma,23,620342,"MEN'S OR BOYS' TROUSERS ETC, NOT KNIT, COTTON",40.59,42.92,29.24,47.67,0.3278,0.315,0.2654,0.5616,63.03
Oklahoma,24,670290,"ARTIFICAL FLOWERS,FOLIAGE,FRUIT & PTS, EXC PL",33.81,41.2,60.18,45.75,0.273,0.3024,0.5464,0.539,-23.99
Oklahoma,25,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,131.72,171.06,86.41,45.31,1.0638,1.2554,0.7845,0.5338,-47.56
Oregon,0,0,World,14344.39,13796.93,14820.15,17596.28,0.6325,0.5855,0.6592,0.8043,18.73
Oregon,0,25,Top 25,5939.89,5118.99,5867.41,9097.38,41.4091,37.1024,39.5908,51.7006,55.05
Oregon,1,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",53.77,49.77,780.63,3337.71,0.3749,0.3608,5.2673,18.9683,327.57
Oregon,2,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1180.39,1010.37,881.27,1025.56,8.229,7.3232,5.9464,5.8283,16.37
Oregon,3,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,574.12,610.65,740.02,1005.62,4.0024,4.426,4.9934,5.715,35.89
Oregon,4,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,646.98,552.71,486.37,416.75,4.5103,4.006,3.2818,2.3684,-14.31
Oregon,5,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",298.38,177.61,316.95,405.65,2.0801,1.2873,2.1387,2.3053,27.98
Oregon,6,440710,"CONIFEROUS WOOD SAWN, SLICED ETC, OVER 6 MM T",129.07,161.7,183.14,335.59,0.8998,1.172,1.2357,1.9072,83.25
Oregon,7,870120,ROAD TRACTORS FOR SEMI-TRAILERS,36.96,104.93,206.68,302.07,0.2577,0.7605,1.3946,1.7167,46.16
Oregon,8,310420,POTASSIUM CHLORIDE,652.41,610.72,547.5,233.41,4.5482,4.4265,3.6943,1.3265,-57.37
Oregon,9,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,69.3,165.79,81.6,232.54,0.4831,1.2016,0.5506,1.3215,184.99
Oregon,10,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,256.47,208.82,218.79,184.69,1.7879,1.5135,1.4763,1.0496,-15.59
Oregon,11,381800,"CHEM ELEM DOPED, USED IN ELECTRON, DISCS WAFE",113.12,102.82,191.72,163.67,0.7886,0.7453,1.2936,0.9302,-14.63
Oregon,12,848640,MACHINES SPECIFIED IN NOTE 9(C) TO CHAPTER 84,73.73,60.17,91.73,135.37,0.514,0.4361,0.6189,0.7693,47.58
Oregon,13,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",4.17,6.06,29.44,128.78,0.0291,0.044,0.1987,0.7319,337.41
Oregon,14,271600,ELECTRICAL ENERGY,18.64,14.71,77.22,128.12,0.1299,0.1067,0.521,0.7281,65.91
Oregon,15,720712,SMFD IRN/NAL STL LT .25 PCT CRB RECT CS WID 2,373.97,479.41,231.1,122.64,2.6071,3.4748,1.5594,0.697,-46.93
Oregon,16,903141,OPTICAL INST FOR INSPECTING SEMICONDUCTOR WAF,170.01,75.91,159.72,117.03,1.1852,0.5502,1.0777,0.6651,-26.73
Oregon,17,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<150",605.07,137.62,48.51,113.4,4.2182,0.9975,0.3273,0.6444,133.76
Oregon,18,441012,"ORIENTED STRAND BOARD (OSB), OF WOOD",94.31,79.4,76.18,113.05,0.6575,0.5755,0.514,0.6425,48.41
Oregon,19,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",116.52,122.79,113.17,107.42,0.8123,0.89,0.7636,0.6105,-5.08
Oregon,20,854442,"ELEC CONDUCTORS, LT=1000 V, W/ CONNECTORS, NE",92.02,95.55,101.93,95.03,0.6415,0.6925,0.6877,0.5401,-6.77
Oregon,21,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",164.1,66.54,33.48,90.61,1.144,0.4822,0.2259,0.5149,170.61
Oregon,22,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2,14.82,25.92,33.35,78.46,0.1033,0.1879,0.225,0.4459,135.26
Oregon,23,440910,"WOOD, TONGUED, GROOVED, MOLDED ETC, CONIFEROU",63.7,50.5,83.44,78.39,0.444,0.366,0.563,0.4455,-6.06
Oregon,24,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,77.3,91.35,87.19,76.71,0.5389,0.6621,0.5883,0.4359,-12.02
Oregon,25,440810,"VENEER SHEET ETC, NOT OVER 6MM THICK, CONIFER",60.57,57.17,66.28,69.11,0.4222,0.4143,0.4472,0.3927,4.26
Pennsylvania,0,0,World,84939.71,83202.87,79755.83,77163.82,3.7452,3.531,3.5476,3.527,-3.25
Pennsylvania,0,25,Top 25,40119.19,36400.06,34809.04,35550.28,47.2325,43.7486,43.6445,46.0712,2.13
Pennsylvania,1,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",7136.34,7558.17,9976.15,10612.79,8.4016,9.084,12.5084,13.7536,6.38
Pennsylvania,2,270900,CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER,14930.88,7935.79,3757.99,5956.86,17.5782,9.5379,4.7119,7.7198,58.51
Pennsylvania,3,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,3437.43,3674.11,4709.79,3783.87,4.0469,4.4158,5.9053,4.9037,-19.66
Pennsylvania,4,847130,PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >,3898.48,3533.75,3134.48,2243.2,4.5897,4.2471,3.9301,2.9071,-28.43
Pennsylvania,5,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",320.5,1123.41,1254.91,1921.49,0.3773,1.3502,1.5734,2.4901,53.12
Pennsylvania,6,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1719.06,2564.6,1999.65,1898.59,2.0239,3.0823,2.5072,2.4605,-5.05
Pennsylvania,7,300220,VACCINES FOR HUMAN MEDICINE,1332.82,1572.29,1550.47,1031.02,1.5691,1.8897,1.944,1.3361,-33.5
Pennsylvania,8,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,386.98,266.11,739.68,678.54,0.4556,0.3198,0.9274,0.8794,-8.27
Pennsylvania,9,300660,CHEMICAL CONTRACEPTIVE PREPS BASED ON HORMONE,376.26,529.59,610.53,664.48,0.443,0.6365,0.7655,0.8611,8.84
Pennsylvania,10,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS",496.89,597.34,668.48,627.4,0.585,0.7179,0.8382,0.8131,-6.14
Pennsylvania,11,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,313.37,257.19,234.54,557.93,0.3689,0.3091,0.2941,0.723,137.88
Pennsylvania,12,180100,"COCOA BEANS, WHOLE OR BROKEN, RAW OR ROASTED",347.13,460.53,439.37,531.41,0.4087,0.5535,0.5509,0.6887,20.95
Pennsylvania,13,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,388.28,754.1,658.99,530.8,0.4571,0.9063,0.8263,0.6879,-19.45
Pennsylvania,14,620462,"WOMEN'S OR GIRLS' TROUSERS ETC NOT KNIT, COTT",662.62,610,664.41,525.82,0.7801,0.7331,0.8331,0.6814,-20.86
Pennsylvania,15,850440,STATIC CONVERTERS; ADP POWER SUPPLIES,486.95,414.82,513.66,507.54,0.5733,0.4986,0.644,0.6577,-1.19
Pennsylvania,16,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",177.7,256.62,331.75,446.88,0.2092,0.3084,0.416,0.5791,34.7
Pennsylvania,17,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",634.75,661.87,555.77,387.22,0.7473,0.7955,0.6968,0.5018,-30.33
Pennsylvania,18,640399,"FOOTWEAR, OUTER SOLE RUB ETC & LEATHER UPPER",608.65,521.79,500.34,384.13,0.7166,0.6271,0.6273,0.4978,-23.23
Pennsylvania,19,720712,SMFD IRN/NAL STL LT .25 PCT CRB RECT CS WID 2,318.53,1013.11,391.16,378.59,0.375,1.2176,0.4905,0.4906,-3.22
Pennsylvania,20,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",275.13,342.92,328.22,335.34,0.3239,0.4122,0.4115,0.4346,2.17
Pennsylvania,21,392690,"ARTICLES OF PLASTICS, NESOI",292.43,300.26,323.42,321.04,0.3443,0.3609,0.4055,0.4161,-0.73
